Komentar,cleaning,cleansing,text_tokenize,tweet_normalized,text_stopword,text_stemming,text_clean
"dan menkopolhukamnya wakil bapak, bapak kasih poin berapa?",dan menkopolhukamnya wakil bapak bapak kasih poin berapa,dan menkopolhukamnya wakil bapak bapak kasih poin berapa,"['dan', 'menkopolhukamnya', 'wakil', 'bapak', 'bapak', 'kasih', 'poin', 'berapa']","['dan', 'menkopolhukamnya', 'wakil', 'bapak', 'bapak', 'kasih', 'poin', 'berapa']","['menkopolhukamnya', 'wakil', 'kasih', 'poin']","['menkopolhukamnya', 'wakil', 'kasih', 'poin']",menkopolhukamnya wakil kasih poin
Kemaren2 kemana aja? DPR yg dikuasain PDIP selama ini adem2 aja. Malah KPK dipretelin 😂,Kemaren kemana aja DPR yg dikuasain PDIP selama ini adem aja Malah KPK dipretelin,kemaren kemana aja dpr yg dikuasain pdip selama ini adem aja malah kpk dipretelin,"['kemaren', 'kemana', 'aja', 'dpr', 'yg', 'dikuasain', 'pdip', 'selama', 'ini', 'adem', 'aja', 'malah', 'kpk', 'dipretelin']","['kemaren', 'kemana', 'aja', 'dpr', 'yang', 'dikuasain', 'pdip', 'selama', 'ini', 'adem', 'aja', 'malah', 'kpk', 'dipretelin']","['kemaren', 'kemana', 'aja', 'dpr', 'dikuasain', 'pdip', 'adem', 'aja', 'kpk', 'dipretelin']","['kemaren', 'mana', 'aja', 'dpr', 'dikuasain', 'pdip', 'adem', 'aja', 'kpk', 'dipretelin']",kemaren mana aja dpr dikuasain pdip adem aja kpk dipretelin
Menkopolhukam cawapres anda.berarti nggk kerja 👎👎,Menkopolhukam cawapres anda berarti nggk kerja,menkopolhukam cawapres anda berarti nggk kerja,"['menkopolhukam', 'cawapres', 'anda', 'berarti', 'nggk', 'kerja']","['menkopolhukam', 'cawapres', 'anda', 'berarti', 'nggk', 'kerja']","['menkopolhukam', 'cawapres', 'nggk', 'kerja']","['menkopolhukam', 'cawapres', 'nggk', 'kerja']",menkopolhukam cawapres nggk kerja
"kelihatan sakit hati dan pendendam,😂😂 Dulu memuji2 Jokowi sekarang  menjelkkan terus😂😂",kelihatan sakit hati dan pendendam Dulu memuji Jokowi sekarang menjelkkan terus,kelihatan sakit hati dan pendendam dulu memuji jokowi sekarang menjelkkan terus,"['kelihatan', 'sakit', 'hati', 'dan', 'pendendam', 'dulu', 'memuji', 'jokowi', 'sekarang', 'menjelkkan', 'terus']","['kelihatan', 'sakit', 'hati', 'dan', 'pendendam', 'dulu', 'memuji', 'jokowi', 'sekarang', 'menjelkkan', 'terus']","['sakit', 'hati', 'pendendam', 'memuji', 'jokowi', 'menjelkkan']","['sakit', 'hati', 'dendam', 'puji', 'jokowi', 'menjelkkan']",sakit hati dendam puji jokowi menjelkkan
faktanya emg seperti yg di omongin gp... HAM masi buruk di era pak lurah,faktanya emg seperti yg di omongin gp HAM masi buruk di era pak lurah,faktanya emg seperti yg di omongin gp ham masi buruk di era pak lurah,"['faktanya', 'emg', 'seperti', 'yg', 'di', 'omongin', 'gp', 'ham', 'masi', 'buruk', 'di', 'era', 'pak', 'lurah']","['faktanya', 'emang', 'seperti', 'yang', 'di', 'omongin', 'gp', 'ham', 'masi', 'buruk', 'di', 'era', 'pak', 'lurah']","['faktanya', 'emang', 'omongin', 'gp', 'ham', 'masi', 'buruk', 'era', 'lurah']","['fakta', 'emang', 'omongin', 'gp', 'ham', 'mas', 'buruk', 'era', 'lurah']",fakta emang omongin gp ham mas buruk era lurah
Kamu 10 th di Jateng juga gagal jd sama² merah pak😂😂😂,Kamu th di Jateng juga gagal jd sama merah pak,kamu th di jateng juga gagal jd sama merah pak,"['kamu', 'th', 'di', 'jateng', 'juga', 'gagal', 'jd', 'sama', 'merah', 'pak']","['kamu', 'th', 'di', 'jateng', 'juga', 'gagal', 'jadi', 'sama', 'merah', 'pak']","['th', 'jateng', 'gagal', 'merah']","['th', 'jateng', 'gagal', 'merah']",th jateng gagal merah
"Loh loh loh gak bhaya ta nyindir pasangan sendiri? 😂, Tetap all in pak Prabowo dan mas Gibran untuk Indonesia 2024-2029",Loh loh loh gak bhaya ta nyindir pasangan sendiri Tetap all in pak Prabowo dan mas Gibran untuk Indonesia,loh loh loh gak bhaya ta nyindir pasangan sendiri tetap all in pak prabowo dan mas gibran untuk indonesia,"['loh', 'loh', 'loh', 'gak', 'bhaya', 'ta', 'nyindir', 'pasangan', 'sendiri', 'tetap', 'all', 'in', 'pak', 'prabowo', 'dan', 'mas', 'gibran', 'untuk', 'indonesia']","['loh', 'loh', 'loh', 'enggak', 'bhaya', 'titip absen', 'nyindir', 'pasangan', 'sendiri', 'tetap', 'all', 'in', 'pak', 'prabowo', 'dan', 'mas', 'gibran', 'untuk', 'indonesia']","['loh', 'loh', 'loh', 'bhaya', 'titip absen', 'nyindir', 'pasangan', 'all', 'in', 'prabowo', 'mas', 'gibran', 'indonesia']","['loh', 'loh', 'loh', 'bhaya', 'titip absen', 'nyindir', 'pasang', 'all', 'in', 'prabowo', 'mas', 'gibran', 'indonesia']",loh loh loh bhaya titip absen nyindir pasang all in prabowo mas gibran indonesia
"Hahaha kejebak mulutmu sendiri, khisanak",Hahaha kejebak mulutmu sendiri khisanak,hahaha kejebak mulutmu sendiri khisanak,"['hahaha', 'kejebak', 'mulutmu', 'sendiri', 'khisanak']","['hahaha', 'kejebak', 'mulutmu', 'sendiri', 'khisanak']","['hahaha', 'kejebak', 'mulutmu', 'khisanak']","['hahaha', 'jebak', 'mulut', 'khisanak']",hahaha jebak mulut khisanak
"laah kan Menkopolhukam yang sekrang cawapres situ, sama aja bilang kalau cawapresnya ga becus kerja 😂😂",laah kan Menkopolhukam yang sekrang cawapres situ sama aja bilang kalau cawapresnya ga becus kerja,laah kan menkopolhukam yang sekrang cawapres situ sama aja bilang kalau cawapresnya ga becus kerja,"['laah', 'kan', 'menkopolhukam', 'yang', 'sekrang', 'cawapres', 'situ', 'sama', 'aja', 'bilang', 'kalau', 'cawapresnya', 'ga', 'becus', 'kerja']","['laah', 'kan', 'menkopolhukam', 'yang', 'sekrang', 'cawapres', 'situ', 'sama', 'aja', 'bilang', 'kalau', 'cawapresnya', 'enggak', 'becus', 'kerja']","['laah', 'menkopolhukam', 'sekrang', 'cawapres', 'situ', 'aja', 'bilang', 'cawapresnya', 'becus', 'kerja']","['laah', 'menkopolhukam', 'sekrang', 'cawapres', 'situ', 'aja', 'bilang', 'cawapresnya', 'becus', 'kerja']",laah menkopolhukam sekrang cawapres situ aja bilang cawapresnya becus kerja
"Bukan cuma Ganjar, keknya masyarakat Indonesia juga memberikan rapor merah apalagi setelah putusan MK yang cacat hukum",Bukan cuma Ganjar keknya masyarakat Indonesia juga memberikan rapor merah apalagi setelah putusan MK yang cacat hukum,bukan cuma ganjar keknya masyarakat indonesia juga memberikan rapor merah apalagi setelah putusan mk yang cacat hukum,"['bukan', 'cuma', 'ganjar', 'keknya', 'masyarakat', 'indonesia', 'juga', 'memberikan', 'rapor', 'merah', 'apalagi', 'setelah', 'putusan', 'mk', 'yang', 'cacat', 'hukum']","['bukan', 'cuma', 'ganjar', 'keknya', 'masyarakat', 'indonesia', 'juga', 'memberikan', 'rapor', 'merah', 'apalagi', 'setelah', 'putusan', 'mk', 'yang', 'cacat', 'hukum']","['ganjar', 'keknya', 'masyarakat', 'indonesia', 'rapor', 'merah', 'putusan', 'mk', 'cacat', 'hukum']","['ganjar', 'kek', 'masyarakat', 'indonesia', 'rapor', 'merah', 'putus', 'mk', 'cacat', 'hukum']",ganjar kek masyarakat indonesia rapor merah putus mk cacat hukum
Makin gak srek gw sma ini orang,Makin gak srek gw sma ini orang,makin gak srek gw sma ini orang,"['makin', 'gak', 'srek', 'gw', 'sma', 'ini', 'orang']","['makin', 'enggak', 'srek', 'aku', 'sma', 'ini', 'orang']","['srek', 'sma', 'orang']","['srek', 'sma', 'orang']",srek sma orang
Kalau masih ada yg bilang penegakan hukum baik2 saja berarti dia dapat jatah dari kekuasaan wkwkwk,Kalau masih ada yg bilang penegakan hukum baik saja berarti dia dapat jatah dari kekuasaan wkwkwk,kalau masih ada yg bilang penegakan hukum baik saja berarti dia dapat jatah dari kekuasaan wkwkwk,"['kalau', 'masih', 'ada', 'yg', 'bilang', 'penegakan', 'hukum', 'baik', 'saja', 'berarti', 'dia', 'dapat', 'jatah', 'dari', 'kekuasaan', 'wkwkwk']","['kalau', 'masih', 'ada', 'yang', 'bilang', 'penegakan', 'hukum', 'baik', 'saja', 'berarti', 'dia', 'dapat', 'jatah', 'dari', 'kekuasaan', 'wkwkwk']","['bilang', 'penegakan', 'hukum', 'jatah', 'kekuasaan', 'wkwkwk']","['bilang', 'tega', 'hukum', 'jatah', 'kuasa', 'wkwkwk']",bilang tega hukum jatah kuasa wkwkwk
duh .... @mohmahfudmd gimana kabar nya dia lo yg perllu ditanya ... @mohmahfudmd aku bangga dengan anda .... tapi aku tidak bangga lagi sama yang bangun jawa tengah ... sudah sirna ke banggaan ku pada diri nya ..... maaf pak @mohmahfudmd  maaf bener maaf .....,duh gimana kabar nya dia lo yg perllu ditanya aku bangga dengan anda tapi aku tidak bangga lagi sama yang bangun jawa tengah sudah sirna ke banggaan ku pada diri nya maaf pak maaf bener maaf,duh gimana kabar nya dia lo yg perllu ditanya aku bangga dengan anda tapi aku tidak bangga lagi sama yang bangun jawa tengah sudah sirna ke banggaan ku pada diri nya maaf pak maaf bener maaf,"['duh', 'gimana', 'kabar', 'nya', 'dia', 'lo', 'yg', 'perllu', 'ditanya', 'aku', 'bangga', 'dengan', 'anda', 'tapi', 'aku', 'tidak', 'bangga', 'lagi', 'sama', 'yang', 'bangun', 'jawa', 'tengah', 'sudah', 'sirna', 'ke', 'banggaan', 'ku', 'pada', 'diri', 'nya', 'maaf', 'pak', 'maaf', 'bener', 'maaf']","['aduh', 'gimana', 'kabar', 'nya', 'dia', 'kamu', 'yang', 'perllu', 'ditanya', 'aku', 'bangga', 'dengan', 'anda', 'tapi', 'aku', 'tidak', 'bangga', 'lagi', 'sama', 'yang', 'bangun', 'jawa', 'tengah', 'sudah', 'sirna', 'ke', 'banggaan', 'ku', 'pada', 'diri', 'nya', 'maaf', 'pak', 'maaf', 'bener', 'maaf']","['aduh', 'gimana', 'kabar', 'nya', 'perllu', 'bangga', 'bangga', 'bangun', 'jawa', 'sirna', 'banggaan', 'ku', 'nya', 'maaf', 'maaf', 'bener', 'maaf']","['aduh', 'gimana', 'kabar', 'nya', 'perllu', 'bangga', 'bangga', 'bangun', 'jawa', 'sirna', 'bangga', 'ku', 'nya', 'maaf', 'maaf', 'bener', 'maaf']",aduh gimana kabar nya perllu bangga bangga bangun jawa sirna bangga ku nya maaf maaf bener maaf
Kelihatan aslinya kalo udah pisah kolam..,Kelihatan aslinya kalo udah pisah kolam,kelihatan aslinya kalo udah pisah kolam,"['kelihatan', 'aslinya', 'kalo', 'udah', 'pisah', 'kolam']","['kelihatan', 'aslinya', 'kalau', 'udah', 'pisah', 'kolam']","['aslinya', 'udah', 'pisah', 'kolam']","['asli', 'udah', 'pisah', 'kolam']",asli udah pisah kolam
"tp gua setuju dgn gp, nyata HAM masi buruk di dua periode kepemimpinan pakde",tp gua setuju dgn gp nyata HAM masi buruk di dua periode kepemimpinan pakde,tp gua setuju dgn gp nyata ham masi buruk di dua periode kepemimpinan pakde,"['tp', 'gua', 'setuju', 'dgn', 'gp', 'nyata', 'ham', 'masi', 'buruk', 'di', 'dua', 'periode', 'kepemimpinan', 'pakde']","['tapi', 'aku', 'setuju', 'dengan', 'gp', 'nyata', 'ham', 'masi', 'buruk', 'di', 'dua', 'periode', 'kepemimpinan', 'pakde']","['setuju', 'gp', 'nyata', 'ham', 'masi', 'buruk', 'periode', 'kepemimpinan', 'pakde']","['tuju', 'gp', 'nyata', 'ham', 'mas', 'buruk', 'periode', 'pimpin', 'pakde']",tuju gp nyata ham mas buruk periode pimpin pakde
"Masih bagus itu ada poin 5. Mungkin lima itu karena Mahfud MD Menkopolhukam, kalo Mahfud MD ga menko mungkin jadi -5 tuh",Masih bagus itu ada poin Mungkin lima itu karena Mahfud MD Menkopolhukam kalo Mahfud MD ga menko mungkin jadi tuh,masih bagus itu ada poin mungkin lima itu karena mahfud md menkopolhukam kalo mahfud md ga menko mungkin jadi tuh,"['masih', 'bagus', 'itu', 'ada', 'poin', 'mungkin', 'lima', 'itu', 'karena', 'mahfud', 'md', 'menkopolhukam', 'kalo', 'mahfud', 'md', 'ga', 'menko', 'mungkin', 'jadi', 'tuh']","['masih', 'bagus', 'itu', 'ada', 'poin', 'mungkin', 'lima', 'itu', 'karena', 'mahfud', 'md', 'menkopolhukam', 'kalau', 'mahfud', 'md', 'enggak', 'menko', 'mungkin', 'jadi', 'tuh']","['bagus', 'poin', 'mahfud', 'md', 'menkopolhukam', 'mahfud', 'md', 'menko', 'tuh']","['bagus', 'poin', 'mahfud', 'md', 'menkopolhukam', 'mahfud', 'md', 'menko', 'tuh']",bagus poin mahfud md menkopolhukam mahfud md menko tuh
"Cuma ada satu paselon yang gak bawa gagasan HAM sama sekali, inisialnya Prabowo",Cuma ada satu paselon yang gak bawa gagasan HAM sama sekali inisialnya Prabowo,cuma ada satu paselon yang gak bawa gagasan ham sama sekali inisialnya prabowo,"['cuma', 'ada', 'satu', 'paselon', 'yang', 'gak', 'bawa', 'gagasan', 'ham', 'sama', 'sekali', 'inisialnya', 'prabowo']","['cuma', 'ada', 'satu', 'paselon', 'yang', 'enggak', 'bawa', 'gagasan', 'ham', 'sama', 'sekali', 'inisialnya', 'prabowo']","['paselon', 'bawa', 'gagasan', 'ham', 'inisialnya', 'prabowo']","['paselon', 'bawa', 'gagas', 'ham', 'inisial', 'prabowo']",paselon bawa gagas ham inisial prabowo
gk ada rem nya ternyata nyerocos mulu. sampai lupa klo pasanganya masih jd menkopolhukam,gk ada rem nya ternyata nyerocos mulu sampai lupa klo pasanganya masih jd menkopolhukam,gk ada rem nya ternyata nyerocos mulu sampai lupa klo pasanganya masih jd menkopolhukam,"['gk', 'ada', 'rem', 'nya', 'ternyata', 'nyerocos', 'mulu', 'sampai', 'lupa', 'klo', 'pasanganya', 'masih', 'jd', 'menkopolhukam']","['enggak', 'ada', 'rem', 'nya', 'ternyata', 'nyerocos', 'mulu', 'sampai', 'lupa', 'kalau', 'pasanganya', 'masih', 'jadi', 'menkopolhukam']","['rem', 'nya', 'nyerocos', 'mulu', 'lupa', 'pasanganya', 'menkopolhukam']","['rem', 'nya', 'nyerocos', 'mulu', 'lupa', 'pasanganya', 'menkopolhukam']",rem nya nyerocos mulu lupa pasanganya menkopolhukam
Sindir paslon lain ❌  sindir pasangan sendiri ✔️,Sindir paslon lain sindir pasangan sendiri,sindir paslon lain sindir pasangan sendiri,"['sindir', 'paslon', 'lain', 'sindir', 'pasangan', 'sendiri']","['sindir', 'paslon', 'lain', 'sindir', 'pasangan', 'sendiri']","['sindir', 'paslon', 'sindir', 'pasangan']","['sindir', 'paslon', 'sindir', 'pasang']",sindir paslon sindir pasang
Ya anda saya kasih nilai 0 selama jadi Gub Jateng. Urus macet aja gak kelar2. 10 tahun PDI-P moncer itu karena sosok Pak jokowi bukan sosok mega atau anda atau elite PDI-P,Ya anda saya kasih nilai selama jadi Gub Jateng Urus macet aja gak kelar tahun PDI moncer itu karena sosok Pak jokowi bukan sosok mega atau anda atau elite PDI,ya anda saya kasih nilai selama jadi gub jateng urus macet aja gak kelar tahun pdi moncer itu karena sosok pak jokowi bukan sosok mega atau anda atau elite pdi,"['ya', 'anda', 'saya', 'kasih', 'nilai', 'selama', 'jadi', 'gub', 'jateng', 'urus', 'macet', 'aja', 'gak', 'kelar', 'tahun', 'pdi', 'moncer', 'itu', 'karena', 'sosok', 'pak', 'jokowi', 'bukan', 'sosok', 'mega', 'atau', 'anda', 'atau', 'elite', 'pdi']","['ya', 'anda', 'saya', 'kasih', 'nilai', 'selama', 'jadi', 'gub', 'jateng', 'urus', 'macet', 'aja', 'enggak', 'kelar', 'tahun', 'pdi', 'moncer', 'itu', 'karena', 'sosok', 'pak', 'jokowi', 'bukan', 'sosok', 'mega', 'atau', 'anda', 'atau', 'elite', 'pdi']","['ya', 'kasih', 'nilai', 'gub', 'jateng', 'urus', 'macet', 'aja', 'kelar', 'pdi', 'moncer', 'sosok', 'jokowi', 'sosok', 'mega', 'elite', 'pdi']","['ya', 'kasih', 'nilai', 'gub', 'jateng', 'urus', 'macet', 'aja', 'kelar', 'pdi', 'moncer', 'sosok', 'jokowi', 'sosok', 'mega', 'elite', 'pdi']",ya kasih nilai gub jateng urus macet aja kelar pdi moncer sosok jokowi sosok mega elite pdi
"Sebelum MK nilainya 7, habis MK jadi 5. Lima ini sisa2 penghargaan buat yg masih setia negakin hukum kek mahfud.",Sebelum MK nilainya habis MK jadi Lima ini sisa penghargaan buat yg masih setia negakin hukum kek mahfud,sebelum mk nilainya habis mk jadi lima ini sisa penghargaan buat yg masih setia negakin hukum kek mahfud,"['sebelum', 'mk', 'nilainya', 'habis', 'mk', 'jadi', 'lima', 'ini', 'sisa', 'penghargaan', 'buat', 'yg', 'masih', 'setia', 'negakin', 'hukum', 'kek', 'mahfud']","['sebelum', 'mk', 'nilainya', 'habis', 'mk', 'jadi', 'lima', 'ini', 'sisa', 'penghargaan', 'buat', 'yang', 'masih', 'setia', 'negakin', 'hukum', 'kayak', 'mahfud']","['mk', 'nilainya', 'habis', 'mk', 'sisa', 'penghargaan', 'setia', 'negakin', 'hukum', 'kayak', 'mahfud']","['mk', 'nilai', 'habis', 'mk', 'sisa', 'harga', 'setia', 'negakin', 'hukum', 'kayak', 'mahfud']",mk nilai habis mk sisa harga setia negakin hukum kayak mahfud
"pengine pimen iki wong, moro2 wae jateng aja hurung dadi2 malah kakean komen.",pengine pimen iki wong moro wae jateng aja hurung dadi malah kakean komen,pengine pimen iki wong moro wae jateng aja hurung dadi malah kakean komen,"['pengine', 'pimen', 'iki', 'wong', 'moro', 'wae', 'jateng', 'aja', 'hurung', 'dadi', 'malah', 'kakean', 'komen']","['pengine', 'pimen', 'iki', 'wong', 'moro', 'wae', 'jateng', 'aja', 'hurung', 'dadi', 'malah', 'kakean', 'komen']","['pengine', 'pimen', 'iki', 'moro', 'wae', 'jateng', 'aja', 'hurung', 'dadi', 'kakean', 'komen']","['pengine', 'pimen', 'iki', 'moro', 'wae', 'jateng', 'aja', 'hurung', 'dadi', 'kakean', 'komen']",pengine pimen iki moro wae jateng aja hurung dadi kakean komen
"Masalah Hukum tanya wakilmu ,Jar. Dia sdh diberi oleh Pak Jokowi kekuasaan dan menjadi menkopolhukum",Masalah Hukum tanya wakilmu Jar Dia sdh diberi oleh Pak Jokowi kekuasaan dan menjadi menkopolhukum,masalah hukum tanya wakilmu jar dia sdh diberi oleh pak jokowi kekuasaan dan menjadi menkopolhukum,"['masalah', 'hukum', 'tanya', 'wakilmu', 'jar', 'dia', 'sdh', 'diberi', 'oleh', 'pak', 'jokowi', 'kekuasaan', 'dan', 'menjadi', 'menkopolhukum']","['masalah', 'hukum', 'tanya', 'wakilmu', 'jar', 'dia', 'sudah', 'diberi', 'oleh', 'pak', 'jokowi', 'kekuasaan', 'dan', 'menjadi', 'menkopolhukum']","['hukum', 'wakilmu', 'jar', 'jokowi', 'kekuasaan', 'menkopolhukum']","['hukum', 'wakil', 'jar', 'jokowi', 'kuasa', 'menkopolhukum']",hukum wakil jar jokowi kuasa menkopolhukum
"Presidennya siapa ya? Siapa yg janji NAWACITA & REFORMASI HUKUM dulu? Ini msh dpt 5 aja msh mending karna ada cawapresmu pak, kalo enggak mungkin -5 😂",Presidennya siapa ya Siapa yg janji NAWACITA REFORMASI HUKUM dulu Ini msh dpt aja msh mending karna ada cawapresmu pak kalo enggak mungkin,presidennya siapa ya siapa yg janji nawacita reformasi hukum dulu ini msh dpt aja msh mending karna ada cawapresmu pak kalo enggak mungkin,"['presidennya', 'siapa', 'ya', 'siapa', 'yg', 'janji', 'nawacita', 'reformasi', 'hukum', 'dulu', 'ini', 'msh', 'dpt', 'aja', 'msh', 'mending', 'karna', 'ada', 'cawapresmu', 'pak', 'kalo', 'enggak', 'mungkin']","['presidennya', 'siapa', 'ya', 'siapa', 'yang', 'janji', 'nawacita', 'reformasi', 'hukum', 'dulu', 'ini', 'masih', 'dapat', 'aja', 'masih', 'mending', 'karna', 'ada', 'cawapresmu', 'pak', 'kalau', 'tidak', 'mungkin']","['presidennya', 'ya', 'janji', 'nawacita', 'reformasi', 'hukum', 'aja', 'mending', 'karna', 'cawapresmu']","['presiden', 'ya', 'janji', 'nawacita', 'reformasi', 'hukum', 'aja', 'mending', 'karna', 'cawapresmu']",presiden ya janji nawacita reformasi hukum aja mending karna cawapresmu
"kukira Jokowi serius, ternyata ga keurus. -Penegakan HAM di Indonesia",kukira Jokowi serius ternyata ga keurus Penegakan HAM di Indonesia,kukira jokowi serius ternyata ga keurus penegakan ham di indonesia,"['kukira', 'jokowi', 'serius', 'ternyata', 'ga', 'keurus', 'penegakan', 'ham', 'di', 'indonesia']","['kukira', 'jokowi', 'serius', 'ternyata', 'enggak', 'keurus', 'penegakan', 'ham', 'di', 'indonesia']","['kukira', 'jokowi', 'serius', 'keurus', 'penegakan', 'ham', 'indonesia']","['kira', 'jokowi', 'serius', 'urus', 'tega', 'ham', 'indonesia']",kira jokowi serius urus tega ham indonesia
Ditambah lagi skrng anaknya join jd cawapres pelanggar HAM berat 🤣,Ditambah lagi skrng anaknya join jd cawapres pelanggar HAM berat,ditambah lagi skrng anaknya join jd cawapres pelanggar ham berat,"['ditambah', 'lagi', 'skrng', 'anaknya', 'join', 'jd', 'cawapres', 'pelanggar', 'ham', 'berat']","['ditambah', 'lagi', 'sekarang', 'anaknya', 'join', 'jadi', 'cawapres', 'pelanggar', 'ham', 'berat']","['ditambah', 'anaknya', 'join', 'cawapres', 'pelanggar', 'ham', 'berat']","['tambah', 'anak', 'join', 'cawapres', 'langgar', 'ham', 'berat']",tambah anak join cawapres langgar ham berat
"Bintang 1 ngga ramah kalo soal HAM, lha wong nyatanya pelanggar HAM aja disupport jd capres kok",Bintang ngga ramah kalo soal HAM lha wong nyatanya pelanggar HAM aja disupport jd capres kok,bintang ngga ramah kalo soal ham lha wong nyatanya pelanggar ham aja disupport jd capres kok,"['bintang', 'ngga', 'ramah', 'kalo', 'soal', 'ham', 'lha', 'wong', 'nyatanya', 'pelanggar', 'ham', 'aja', 'disupport', 'jd', 'capres', 'kok']","['bintang', 'ngga', 'ramah', 'kalau', 'soal', 'ham', 'lha', 'wong', 'nyatanya', 'pelanggar', 'ham', 'aja', 'disupport', 'jadi', 'capres', 'kok']","['bintang', 'ngga', 'ramah', 'ham', 'lha', 'pelanggar', 'ham', 'aja', 'disupport', 'capres']","['bintang', 'ngga', 'ramah', 'ham', 'lha', 'langgar', 'ham', 'aja', 'disupport', 'capres']",bintang ngga ramah ham lha langgar ham aja disupport capres
btw makasih ya pak dah mau mewakili org2 yg hak nya masih direnggut,btw makasih ya pak dah mau mewakili org yg hak nya masih direnggut,btw makasih ya pak dah mau mewakili org yg hak nya masih direnggut,"['btw', 'makasih', 'ya', 'pak', 'dah', 'mau', 'mewakili', 'org', 'yg', 'hak', 'nya', 'masih', 'direnggut']","['btw', 'makasih', 'ya', 'pak', 'udah', 'mau', 'mewakili', 'orang', 'yang', 'hak', 'nya', 'masih', 'direnggut']","['btw', 'makasih', 'ya', 'udah', 'mewakili', 'orang', 'hak', 'nya', 'direnggut']","['btw', 'makasih', 'ya', 'udah', 'wakil', 'orang', 'hak', 'nya', 'renggut']",btw makasih ya udah wakil orang hak nya renggut
makasih buat pak ganjar yaa udah mewakilkan keresahan yg kami rasakan tentang penegakan hukum di negeri ini,makasih buat pak ganjar yaa udah mewakilkan keresahan yg kami rasakan tentang penegakan hukum di negeri ini,makasih buat pak ganjar yaa udah mewakilkan keresahan yg kami rasakan tentang penegakan hukum di negeri ini,"['makasih', 'buat', 'pak', 'ganjar', 'yaa', 'udah', 'mewakilkan', 'keresahan', 'yg', 'kami', 'rasakan', 'tentang', 'penegakan', 'hukum', 'di', 'negeri', 'ini']","['makasih', 'buat', 'pak', 'ganjar', 'yaa', 'udah', 'mewakilkan', 'keresahan', 'yang', 'kami', 'rasakan', 'tentang', 'penegakan', 'hukum', 'di', 'negeri', 'ini']","['makasih', 'ganjar', 'yaa', 'udah', 'mewakilkan', 'keresahan', 'rasakan', 'penegakan', 'hukum', 'negeri']","['makasih', 'ganjar', 'yaa', 'udah', 'wakil', 'resah', 'rasa', 'tega', 'hukum', 'negeri']",makasih ganjar yaa udah wakil resah rasa tega hukum negeri
"wkwk jeblok ga tuh, tp emng iya sih knyataannya begitu bnyk pelanggaran ham",wkwk jeblok ga tuh tp emng iya sih knyataannya begitu bnyk pelanggaran ham,wkwk jeblok ga tuh tp emng iya sih knyataannya begitu bnyk pelanggaran ham,"['wkwk', 'jeblok', 'ga', 'tuh', 'tp', 'emng', 'iya', 'sih', 'knyataannya', 'begitu', 'bnyk', 'pelanggaran', 'ham']","['wkwk', 'jeblok', 'enggak', 'tuh', 'tapi', 'emng', 'iya', 'sih', 'knyataannya', 'begitu', 'bnyk', 'pelanggaran', 'ham']","['wkwk', 'jeblok', 'tuh', 'emng', 'iya', 'sih', 'knyataannya', 'bnyk', 'pelanggaran', 'ham']","['wkwk', 'jeblok', 'tuh', 'emng', 'iya', 'sih', 'knyataannya', 'bnyk', 'langgar', 'ham']",wkwk jeblok tuh emng iya sih knyataannya bnyk langgar ham
"sepakat sih sejak perkara MK kemaren aku rasa betul banget jebloknya penegakan hukum kita ya, kan jadi cocok kalo wapresnya Prof Mahfud bakalan dibenahin ini semua, kalo wapres sebelah mana paham😂",sepakat sih sejak perkara MK kemaren aku rasa betul banget jebloknya penegakan hukum kita ya kan jadi cocok kalo wapresnya Prof Mahfud bakalan dibenahin ini semua kalo wapres sebelah mana paham,sepakat sih sejak perkara mk kemaren aku rasa betul banget jebloknya penegakan hukum kita ya kan jadi cocok kalo wapresnya prof mahfud bakalan dibenahin ini semua kalo wapres sebelah mana paham,"['sepakat', 'sih', 'sejak', 'perkara', 'mk', 'kemaren', 'aku', 'rasa', 'betul', 'banget', 'jebloknya', 'penegakan', 'hukum', 'kita', 'ya', 'kan', 'jadi', 'cocok', 'kalo', 'wapresnya', 'prof', 'mahfud', 'bakalan', 'dibenahin', 'ini', 'semua', 'kalo', 'wapres', 'sebelah', 'mana', 'paham']","['sepakat', 'sih', 'sejak', 'perkara', 'mk', 'kemaren', 'aku', 'rasa', 'betul', 'banget', 'jebloknya', 'penegakan', 'hukum', 'kita', 'ya', 'kan', 'jadi', 'cocok', 'kalau', 'wapresnya', 'prof', 'mahfud', 'bakalan', 'dibenahin', 'ini', 'semua', 'kalau', 'wapres', 'sebelah', 'mana', 'paham']","['sepakat', 'sih', 'perkara', 'mk', 'kemaren', 'banget', 'jebloknya', 'penegakan', 'hukum', 'ya', 'cocok', 'wapresnya', 'prof', 'mahfud', 'dibenahin', 'wapres', 'sebelah', 'paham']","['sepakat', 'sih', 'perkara', 'mk', 'kemaren', 'banget', 'jeblok', 'tega', 'hukum', 'ya', 'cocok', 'wapresnya', 'prof', 'mahfud', 'dibenahin', 'wapres', 'belah', 'paham']",sepakat sih perkara mk kemaren banget jeblok tega hukum ya cocok wapresnya prof mahfud dibenahin wapres belah paham
